udf_type_id,fk_id,proj_id,udf_date,udf_number,udf_text,udf_code_id
430,100228630,122698,,,933,
430,100228631,122698,,,881,
430,100228632,122698,,,1216,
430,100228633,122698,,,1221,
430,100228634,122698,,,929,
430,100228635,122698,,,1213,
430,100228636,122698,,,1212,
430,100228637,122698,,,1222,
430,100228638,122698,,,1220,
430,100228639,122698,,,1361,
430,100228645,122698,,,154,
430,100228646,122698,,,154,
430,100228647,122698,,,154,
430,100228648,122698,,,154,
430,100228649,122698,,,422,
430,100228650,122698,,,1222,
430,100228651,122698,,,1222,
430,100228652,122698,,,1212,
430,100228653,122698,,,1212,
430,100228654,122698,,,1213,
430,100228655,122698,,,1213,
430,100228656,122698,,,154,
430,100228657,122698,,,878,
430,100228658,122698,,,878,
430,100228659,122698,,,154,
430,100228662,122698,,,895,
430,100228663,122698,,,895,
430,100228664,122698,,,935,
430,100228665,122698,,,878,
430,100228666,122698,,,926,
430,100228667,122698,,,927,
430,100228668,122698,,,937,
430,100228669,122698,,,280,
430,100228670,122698,,,878,
430,100228671,122698,,,878,
430,100228672,122698,,,878,
430,100228673,122698,,,926,
430,100228674,122698,,,927,
430,100228675,122698,,,937,
430,100228676,122698,,,280,
430,100228677,122698,,,933,
430,100228678,122698,,,878,
430,100228679,122698,,,878,
430,100228681,122698,,,961,
430,100228682,122698,,,878,
430,100228683,122698,,,926,
430,100228684,122698,,,927,
430,100228685,122698,,,937,
430,100228686,122698,,,878,
430,100228687,122698,,,878,
430,100228688,122698,,,1374,
430,100228689,122698,,,154,
430,100228693,122698,,,154,
430,100228694,122698,,,154,
430,100228695,122698,,,881,
430,100228696,122698,,,259,
430,100228697,122698,,,1064,
430,100228698,122698,,,1066,
430,100228699,122698,,,259,
430,100228700,122698,,,259,
430,100228701,122698,,,259,
430,100228702,122698,,,1064,
430,100228703,122698,,,1066,
430,100228704,122698,,,259,
430,100228705,122698,,,259,
430,100228708,122698,,,1374,
430,100228709,122698,,,1103,
430,100228711,122698,,,259,
430,100228712,122698,,,1064,
430,100228713,122698,,,1066,
430,100228714,122698,,,259,
430,100228715,122698,,,259,
430,100228725,122698,,,895,
430,100228728,122698,,,154,
430,100228732,122698,,,1383,
430,100228734,122698,,,154,
430,100228735,122698,,,154,
430,100228736,122698,,,154,
430,100228737,122698,,,156,
430,100228739,122698,,,1383,
430,100228740,122698,,,1374,
430,100228743,122698,,,881,
430,100228744,122698,,,881,
430,100228745,122698,,,156,
430,100228746,122698,,,1383,
430,100228747,122698,,,878,
430,100228748,122698,,,884,
430,100228749,122698,,,881,
430,100228750,122698,,,154,
430,100228751,122698,,,1066,
430,100228752,122698,,,1066,
430,100228753,122698,,,1066,
430,100228754,122698,,,881,
430,100228755,122698,,,881,
430,100228756,122698,,,881,
430,100228757,122698,,,881,
430,100228758,122698,,,881,
430,100228759,122698,,,881,
430,100228760,122698,,,156,
430,100228761,122698,,,154,
430,100228762,122698,,,154,
430,100228763,122698,,,154,
430,100228764,122698,,,259,
430,100228765,122698,,,895,
430,100228766,122698,,,1212,
430,100228767,122698,,,895,
430,100228774,122698,,,881,
430,100228775,122698,,,881,
430,100228776,122698,,,881,
430,100228777,122698,,,881,
430,100228779,122698,,,881,
430,100228780,122698,,,895,
430,100228781,122698,,,895,
430,100228782,122698,,,895,
430,100228783,122698,,,881,
430,100228784,122698,,,884,
430,100228785,122698,,,1212,
430,100228786,122698,,,1212,
430,100228787,122698,,,1212,
430,100228788,122698,,,878,
430,100228789,122698,,,280,
430,100228790,122698,,,927,
430,100228791,122698,,,895,
430,100228792,122698,,,895,
430,100228793,122698,,,895,
430,100228794,122698,,,154,
430,100228795,122698,,,895,
430,100228796,122698,,,895,
430,100228797,122698,,,895,
430,100228798,122698,,,895,
430,100228799,122698,,,895,
430,100228800,122698,,,927,
430,100228801,122698,,,895,
430,100228802,122698,,,895,
430,100228803,122698,,,895,
430,100228804,122698,,,895,
430,100228805,122698,,,895,
430,100228806,122698,,,895,
430,100228807,122698,,,895,
430,100228808,122698,,,1103,
430,100228809,122698,,,895,
430,100228810,122698,,,895,
430,100228811,122698,,,895,
430,100228812,122698,,,895,
430,100228813,122698,,,895,
430,100228814,122698,,,895,
430,100228815,122698,,,895,
430,100228816,122698,,,895,
430,100228817,122698,,,895,
430,100228818,122698,,,895,
430,100228819,122698,,,895,
430,100228820,122698,,,895,
430,100228821,122698,,,1212,
430,100228822,122698,,,1212,
430,100228823,122698,,,1212,
430,100228824,122698,,,1212,
430,100228825,122698,,,1212,
430,100228826,122698,,,884,
430,100228827,122698,,,884,
430,100228828,122698,,,884,
430,100228829,122698,,,884,
430,100228830,122698,,,280,
430,100228831,122698,,,280,
430,100228832,122698,,,280,
430,100228833,122698,,,280,
430,100228834,122698,,,280,
430,100228835,122698,,,280,
430,100228836,122698,,,878,
430,100228837,122698,,,280,
430,100228838,122698,,,280,
430,100228839,122698,,,895,
430,100228840,122698,,,1212,
430,100228841,122698,,,895,
430,100228842,122698,,,81,
430,100228843,122698,,,82,
430,100228844,122698,,,1167,
430,100228845,122698,,,1169,
430,100228846,122698,,,1170,
430,100228847,122698,,,486,
430,100228848,122698,,,1224,
430,100228849,122698,,,1168,
430,100228850,122698,,,1225,
430,100228851,122698,,,1226,
430,100228852,122698,,,359,
430,100228853,122698,,,271,
430,100228854,122698,,,1229,
430,100228855,122698,,,134,
430,100228856,122698,,,451,
430,100228857,122698,,,236,
430,100228858,122698,,,367,
430,100228859,122698,,,360,
430,100228860,122698,,,421,
430,100228861,122698,,,1340,
430,100228862,122698,,,1231,
430,100228863,122698,,,1375,
430,100228864,122698,,,1032,
430,100228865,122698,,,1384,
430,100228866,122698,,,1034,
430,100228867,122698,,,159,
430,100228868,122698,,,889,
430,100228869,122698,,,1035,
430,100228870,122698,,,1036,
430,100228871,122698,,,1037,
430,100228872,122698,,,1040,
430,100228873,122698,,,1038,
430,100228874,122698,,,1033,
430,100228875,122698,,,1233,
430,100228876,122698,,,944,
430,100228877,122698,,,1228,
430,100228878,122698,,,1227,
430,100228879,122698,,,1234,
430,100228880,122698,,,1694,
